id,last_update,name,category,price
32980,2023-01-01 00:04:41,product 9,category 2,73.63
37080,2023-01-01 00:04:41,product 10,category 2,35.68
76646,2023-01-01 00:04:43,product 2,category 4,40.46
41877,2023-01-01 00:04:44,product 5,category 3,27.73
37540,2023-01-01 00:04:46,product 5,category 5,79.8
22487,2023-01-01 00:04:47,product 6,category 2,78.01
70888,2023-01-01 00:04:47,product 8,category 3,94.62
62387,2023-01-01 00:04:48,product 6,category 5,12.98
51232,2023-01-01 00:04:51,product 7,category 3,95.39
86780,2023-01-01 00:04:52,product 3,category 5,64.07
75968,2023-01-01 00:04:52,product 6,category 4,39.07
91468,2023-01-01 00:04:53,product 10,category 2,56.75
86324,2023-01-01 00:04:55,product 8,category 4,43.73
13810,2023-01-01 00:04:56,product 3,category 2,68.03
25758,2023-01-01 00:05:00,product 3,category 4,95.26
46135,2023-01-01 00:05:01,product 2,category 2,11.72
35289,2023-01-01 00:05:01,product 7,category 5,71.71
98041,2023-01-01 00:05:03,product 6,category 1,81.65
10843,2023-01-01 00:05:07,product 2,category 5,41.68
63477,2023-01-01 00:05:08,product 4,category 2,87.18
68972,2023-01-01 00:05:08,product 8,category 1,16.29
60574,2023-01-01 00:05:09,product 5,category 2,5.96
41366,2023-01-01 00:05:10,product 7,category 3,90.29
50923,2023-01-01 00:05:11,product 5,category 3,87.01
48235,2023-01-01 00:05:13,product 2,category 5,93.25
94485,2023-01-01 00:05:16,product 5,category 4,20.7
32217,2023-01-01 00:05:17,product 4,category 5,92.67
32524,2023-01-01 00:05:17,product 4,category 5,3.31
13591,2023-01-01 00:05:17,product 8,category 1,55.22
17311,2023-01-01 00:05:18,product 2,category 3,48.38
88848,2023-01-01 00:05:19,product 6,category 1,90.32
94247,2023-01-01 00:05:19,product 2,category 2,80.13
85498,2023-01-01 00:05:20,product 10,category 5,20.28
89920,2023-01-01 00:05:20,product 7,category 2,52.2
58887,2023-01-01 00:05:25,product 2,category 4,1.43
16133,2023-01-01 00:05:25,product 8,category 3,4.4
17593,2023-01-01 00:05:25,product 2,category 4,72.94
73480,2023-01-01 00:05:28,product 2,category 3,66.14
69808,2023-01-01 00:05:29,product 1,category 1,60.21
33983,2023-01-01 00:05:30,product 1,category 4,67.46
27153,2023-01-01 00:05:30,product 6,category 2,43.19
58256,2023-01-01 00:05:31,product 1,category 3,93.82
34956,2023-01-01 00:05:35,product 6,category 1,42.34
71148,2023-01-01 00:05:36,product 8,category 4,52.92
46838,2023-01-01 00:05:38,product 9,category 3,91.16
51724,2023-01-01 00:05:39,product 1,category 4,36.33
80114,2023-01-01 00:05:40,product 9,category 5,45.26
99169,2023-01-01 00:05:46,product 1,category 3,62.89
24037,2023-01-01 00:05:47,product 5,category 4,61.0
72229,2023-01-01 00:05:49,product 7,category 5,47.83
13254,2023-01-01 00:05:50,product 3,category 5,18.54
47169,2023-01-01 00:05:50,product 6,category 4,37.86
67753,2023-01-01 00:05:51,product 5,category 5,43.52
25556,2023-01-01 00:05:52,product 1,category 5,25.23
35119,2023-01-01 00:05:53,product 4,category 2,61.44
42785,2023-01-01 00:05:54,product 8,category 1,89.88
10933,2023-01-01 00:05:54,product 6,category 5,94.88
54948,2023-01-01 00:05:54,product 4,category 5,38.99
65391,2023-01-01 00:05:56,product 1,category 1,94.87
87532,2023-01-01 00:05:56,product 3,category 4,90.76
99102,2023-01-01 00:05:57,product 5,category 2,84.0
54741,2023-01-01 00:05:59,product 6,category 1,21.17
98718,2023-01-01 00:06:00,product 6,category 3,3.25
39119,2023-01-01 00:06:00,product 1,category 3,61.73
12499,2023-01-01 00:06:01,product 3,category 1,12.19
39731,2023-01-01 00:06:02,product 7,category 5,53.84
44939,2023-01-01 00:06:03,product 2,category 5,57.02
36012,2023-01-01 00:06:05,product 1,category 2,65.35
89995,2023-01-01 00:06:08,product 2,category 5,34.36
10005,2023-01-01 00:06:10,product 6,category 1,32.52
39039,2023-01-01 00:06:10,product 2,category 2,54.73
16333,2023-01-01 00:06:12,product 8,category 2,89.84
35992,2023-01-01 00:06:14,product 7,category 2,29.65
71771,2023-01-01 00:06:15,product 10,category 4,1.11
27120,2023-01-01 00:06:18,product 5,category 3,46.27
45608,2023-01-01 00:06:18,product 8,category 1,64.01
75636,2023-01-01 00:06:18,product 7,category 1,15.12
26118,2023-01-01 00:06:20,product 2,category 2,44.33
43008,2023-01-01 00:06:20,product 1,category 4,12.05
71769,2023-01-01 00:06:22,product 3,category 5,27.83
88027,2023-01-01 00:06:23,product 7,category 2,73.17
73491,2023-01-01 00:06:23,product 7,category 1,89.15
74667,2023-01-01 00:06:23,product 6,category 5,23.44
53587,2023-01-01 00:06:24,product 8,category 2,63.83
54321,2023-01-01 00:06:25,product 8,category 1,36.95
56940,2023-01-01 00:06:25,product 1,category 3,22.55
18757,2023-01-01 00:06:28,product 9,category 2,90.19
85123,2023-01-01 00:06:29,product 6,category 4,10.82
13344,2023-01-01 00:06:31,product 5,category 1,52.34
64423,2023-01-01 00:06:31,product 10,category 2,35.17
31003,2023-01-01 00:06:31,product 7,category 3,8.24
27956,2023-01-01 00:06:34,product 4,category 2,28.9
68634,2023-01-01 00:06:34,product 5,category 1,61.1
75668,2023-01-01 00:06:34,product 6,category 3,73.3
84739,2023-01-01 00:06:35,product 4,category 1,41.18
53116,2023-01-01 00:06:35,product 10,category 4,24.18
22609,2023-01-01 00:06:36,product 2,category 3,59.53
43582,2023-01-01 00:06:36,product 4,category 3,29.9
42947,2023-01-01 00:06:36,product 10,category 3,19.29
68580,2023-01-01 00:06:39,product 10,category 3,59.34
28017,2023-01-01 00:06:42,product 9,category 2,1.0
82008,2023-01-01 00:06:44,product 7,category 3,90.27
36110,2023-01-01 00:06:46,product 4,category 5,39.09
80271,2023-01-01 00:06:47,product 10,category 5,7.36
31998,2023-01-01 00:06:47,product 9,category 5,63.09
17186,2023-01-01 00:06:48,product 9,category 3,59.58
87133,2023-01-01 00:06:48,product 6,category 2,88.52
20167,2023-01-01 00:06:51,product 1,category 1,40.17
48775,2023-01-01 00:06:52,product 10,category 2,55.55
27248,2023-01-01 00:06:52,product 5,category 2,57.48
80806,2023-01-01 00:06:55,product 7,category 4,35.7
91595,2023-01-01 00:06:57,product 5,category 3,61.65
67144,2023-01-01 00:06:58,product 10,category 1,84.53
96357,2023-01-01 00:07:01,product 4,category 4,50.22
63586,2023-01-01 00:07:04,product 5,category 2,0.88
71169,2023-01-01 00:07:04,product 7,category 3,82.14
95268,2023-01-01 00:07:06,product 3,category 1,96.08
93311,2023-01-01 00:07:07,product 6,category 4,47.73
95790,2023-01-01 00:07:08,product 2,category 5,84.94
26096,2023-01-01 00:07:08,product 8,category 1,10.01
20702,2023-01-01 00:07:10,product 3,category 2,99.36
29225,2023-01-01 00:07:12,product 3,category 4,22.7
59522,2023-01-01 00:07:16,product 9,category 2,86.16
95333,2023-01-01 00:07:17,product 5,category 4,46.81
55271,2023-01-01 00:07:29,product 9,category 5,33.91
14791,2023-01-01 00:07:30,product 6,category 4,36.18
72796,2023-01-01 00:07:30,product 7,category 5,36.55
14477,2023-01-01 00:07:31,product 9,category 2,58.59
73520,2023-01-01 00:07:32,product 10,category 3,30.26
49161,2023-01-01 00:07:36,product 4,category 1,51.57
20187,2023-01-01 00:07:39,product 3,category 2,5.26
15898,2023-01-01 00:07:42,product 8,category 2,97.08
42332,2023-01-01 00:07:43,product 6,category 2,16.73
77486,2023-01-01 00:07:43,product 9,category 5,20.51
94959,2023-01-01 00:07:44,product 9,category 4,42.57
60560,2023-01-01 00:07:45,product 2,category 4,97.39
39626,2023-01-01 00:07:46,product 9,category 2,50.08
67231,2023-01-01 00:07:48,product 10,category 2,67.4
84416,2023-01-01 00:07:49,product 6,category 1,57.31
78421,2023-01-01 00:07:51,product 9,category 3,67.59
86838,2023-01-01 00:07:52,product 1,category 1,18.33
57541,2023-01-01 00:07:53,product 3,category 3,83.81
80563,2023-01-01 00:07:55,product 2,category 4,0.85
12779,2023-01-01 00:07:55,product 9,category 1,50.82
43960,2023-01-01 00:07:55,product 1,category 5,50.2
71982,2023-01-01 00:07:56,product 1,category 1,74.11
74138,2023-01-01 00:07:59,product 10,category 1,54.47
64864,2023-01-01 00:07:59,product 9,category 4,1.66
17739,2023-01-01 00:07:59,product 5,category 1,60.24
15985,2023-01-01 00:08:00,product 3,category 4,67.84
36234,2023-01-01 00:08:00,product 6,category 5,15.92
44608,2023-01-01 00:08:03,product 4,category 4,37.36
64027,2023-01-01 00:08:06,product 5,category 1,44.75
22554,2023-01-01 00:08:07,product 8,category 3,4.4
29630,2023-01-01 00:08:08,product 9,category 5,77.04
79548,2023-01-01 00:08:11,product 3,category 1,99.26
48416,2023-01-01 00:08:11,product 9,category 5,21.22
48046,2023-01-01 00:08:14,product 4,category 1,58.65
34834,2023-01-01 00:08:14,product 1,category 4,12.54
13942,2023-01-01 00:08:15,product 9,category 2,79.29
52622,2023-01-01 00:08:15,product 3,category 1,49.06
67811,2023-01-01 00:08:16,product 7,category 4,70.11
72577,2023-01-01 00:08:17,product 8,category 2,79.37
50194,2023-01-01 00:08:20,product 4,category 5,23.56
69322,2023-01-01 00:08:20,product 3,category 2,84.11
26282,2023-01-01 00:08:20,product 1,category 2,77.61
67118,2023-01-01 00:08:23,product 3,category 2,15.02
56501,2023-01-01 00:08:23,product 7,category 5,30.44
17940,2023-01-01 00:08:24,product 3,category 4,22.63
83809,2023-01-01 00:08:26,product 4,category 3,10.55
53493,2023-01-01 00:08:26,product 8,category 1,12.79
86150,2023-01-01 00:08:27,product 10,category 2,8.34
24983,2023-01-01 00:08:28,product 4,category 3,86.74
77575,2023-01-01 00:08:29,product 10,category 3,42.63
23342,2023-01-01 00:08:31,product 1,category 4,65.47
95960,2023-01-01 00:08:36,product 8,category 3,18.75
63775,2023-01-01 00:08:37,product 9,category 4,81.63
23092,2023-01-01 00:08:39,product 8,category 4,58.21
53593,2023-01-01 00:08:39,product 3,category 5,12.01
83327,2023-01-01 00:08:40,product 6,category 2,15.76
98398,2023-01-01 00:08:40,product 3,category 5,75.22
59406,2023-01-01 00:08:45,product 5,category 3,6.57
66304,2023-01-01 00:08:46,product 3,category 4,69.67
70513,2023-01-01 00:08:52,product 1,category 1,97.87
21244,2023-01-01 00:08:53,product 8,category 5,43.76
19638,2023-01-01 00:08:53,product 8,category 3,13.16
48181,2023-01-01 00:08:53,product 8,category 2,11.53
30216,2023-01-01 00:08:54,product 3,category 2,81.48
95135,2023-01-01 00:08:55,product 6,category 4,86.55
38969,2023-01-01 00:08:58,product 5,category 5,20.87
26294,2023-01-01 00:08:59,product 2,category 1,75.26
79396,2023-01-01 00:09:05,product 9,category 3,14.95
39785,2023-01-01 00:09:07,product 6,category 3,41.76
68999,2023-01-01 00:09:09,product 1,category 5,64.94
40178,2023-01-01 00:09:09,product 3,category 3,67.49
80285,2023-01-01 00:09:10,product 9,category 1,71.67
54322,2023-01-01 00:09:10,product 3,category 1,24.31
69839,2023-01-01 00:09:11,product 10,category 3,62.79
94111,2023-01-01 00:09:11,product 6,category 4,64.3
14917,2023-01-01 00:09:14,product 8,category 3,16.58
73269,2023-01-01 00:09:15,product 7,category 5,12.12
98245,2023-01-01 00:09:16,product 6,category 5,38.56
99747,2023-01-01 00:09:17,product 1,category 2,77.09
48622,2023-01-01 00:09:20,product 6,category 5,91.68
77821,2023-01-01 00:09:20,product 10,category 4,85.24
15113,2023-01-01 00:09:21,product 4,category 5,40.63
20279,2023-01-01 00:09:22,product 3,category 1,62.1
31122,2023-01-01 00:09:22,product 8,category 5,77.36
98869,2023-01-01 00:09:23,product 8,category 1,21.11
60745,2023-01-01 00:09:23,product 10,category 5,75.24
32762,2023-01-01 00:09:24,product 6,category 2,31.07
20745,2023-01-01 00:09:25,product 5,category 5,21.28
55925,2023-01-01 00:09:31,product 5,category 5,68.56
44814,2023-01-01 00:09:31,product 6,category 1,52.52
74623,2023-01-01 00:09:34,product 10,category 4,1.05
83926,2023-01-01 00:09:35,product 2,category 5,29.02
29330,2023-01-01 00:09:42,product 4,category 1,57.44
89914,2023-01-01 00:09:43,product 7,category 2,80.04
62167,2023-01-01 00:09:44,product 3,category 1,29.01
47837,2023-01-01 00:09:46,product 2,category 3,13.01
91228,2023-01-01 00:09:47,product 2,category 1,11.06
76362,2023-01-01 00:09:48,product 6,category 3,76.95
68522,2023-01-01 00:09:51,product 10,category 3,85.9
59958,2023-01-01 00:09:51,product 6,category 4,28.07
69809,2023-01-01 00:09:52,product 7,category 2,93.28
59500,2023-01-01 00:09:53,product 6,category 1,80.32
15121,2023-01-01 00:09:53,product 3,category 3,48.51
75486,2023-01-01 00:09:54,product 5,category 4,45.48
50182,2023-01-01 00:09:56,product 8,category 2,79.82
85114,2023-01-01 00:09:57,product 5,category 4,89.23
89719,2023-01-01 00:10:00,product 4,category 3,69.87
52410,2023-01-01 00:10:01,product 5,category 2,89.81
85185,2023-01-01 00:10:02,product 4,category 5,76.55
57829,2023-01-01 00:10:02,product 10,category 3,46.74
28693,2023-01-01 00:10:03,product 6,category 3,73.55
15607,2023-01-01 00:10:06,product 3,category 4,35.88
40236,2023-01-01 00:10:07,product 4,category 1,41.03
67097,2023-01-01 00:10:07,product 8,category 4,51.51
19178,2023-01-01 00:10:10,product 6,category 1,31.83
57894,2023-01-01 00:10:13,product 5,category 1,25.17
99454,2023-01-01 00:10:16,product 8,category 1,66.56
13729,2023-01-01 00:10:18,product 3,category 2,43.62
76223,2023-01-01 00:10:18,product 9,category 5,29.6
65582,2023-01-01 00:10:18,product 7,category 5,49.56
23477,2023-01-01 00:10:20,product 10,category 1,72.17
58983,2023-01-01 00:10:22,product 3,category 5,34.74
21702,2023-01-01 00:10:23,product 1,category 2,2.43
39693,2023-01-01 00:10:23,product 9,category 3,61.79
63451,2023-01-01 00:10:25,product 9,category 2,39.33
18687,2023-01-01 00:10:31,product 6,category 4,46.54
50562,2023-01-01 00:10:38,product 9,category 1,85.17
45912,2023-01-01 00:10:41,product 6,category 5,37.85
96024,2023-01-01 00:10:46,product 7,category 5,83.45
75664,2023-01-01 00:10:46,product 6,category 3,83.8
45520,2023-01-01 00:10:48,product 2,category 3,76.24
19356,2023-01-01 00:10:50,product 1,category 4,0.98
14246,2023-01-01 00:10:50,product 4,category 1,33.02
23159,2023-01-01 00:10:52,product 5,category 5,56.25
99945,2023-01-01 00:10:52,product 2,category 1,67.43
19859,2023-01-01 00:10:54,product 6,category 2,63.5
59802,2023-01-01 00:10:55,product 3,category 2,3.11
17430,2023-01-01 00:10:57,product 8,category 4,82.18
68422,2023-01-01 00:10:59,product 8,category 3,85.48
21980,2023-01-01 00:11:01,product 8,category 3,47.63
65576,2023-01-01 00:11:02,product 7,category 4,46.46
53947,2023-01-01 00:11:03,product 4,category 4,60.68
38010,2023-01-01 00:11:06,product 1,category 2,32.48
81248,2023-01-01 00:11:07,product 10,category 3,1.86
53047,2023-01-01 00:11:07,product 7,category 3,51.65
42795,2023-01-01 00:11:08,product 4,category 2,44.89
16199,2023-01-01 00:11:09,product 1,category 1,84.91
47937,2023-01-01 00:11:09,product 7,category 4,70.99
39244,2023-01-01 00:11:11,product 9,category 4,70.38
42391,2023-01-01 00:11:17,product 1,category 3,24.17
16615,2023-01-01 00:11:17,product 1,category 1,79.05
85503,2023-01-01 00:11:18,product 5,category 3,39.65
67349,2023-01-01 00:11:22,product 2,category 3,31.32
16849,2023-01-01 00:11:23,product 3,category 2,37.24
79208,2023-01-01 00:11:23,product 4,category 2,69.4
12289,2023-01-01 00:11:24,product 3,category 1,42.24
29164,2023-01-01 00:11:24,product 8,category 2,37.5
23535,2023-01-01 00:11:24,product 1,category 5,35.91
95720,2023-01-01 00:11:25,product 6,category 3,80.56
46516,2023-01-01 00:11:25,product 10,category 1,46.62
24983,2023-01-01 00:11:28,product 9,category 4,26.63
63667,2023-01-01 00:11:29,product 1,category 2,17.22
43016,2023-01-01 00:11:32,product 9,category 2,28.39
65254,2023-01-01 00:11:34,product 4,category 3,42.69
28676,2023-01-01 00:11:34,product 1,category 5,31.81
24249,2023-01-01 00:11:35,product 8,category 4,65.75
89865,2023-01-01 00:11:36,product 5,category 5,60.12
80508,2023-01-01 00:11:37,product 1,category 2,71.2
19252,2023-01-01 00:11:38,product 3,category 4,45.11
72133,2023-01-01 00:11:41,product 1,category 1,6.8
41729,2023-01-01 00:11:42,product 8,category 2,51.85
81185,2023-01-01 00:11:43,product 4,category 2,68.89
90537,2023-01-01 00:11:43,product 5,category 3,43.7
56039,2023-01-01 00:11:44,product 6,category 5,90.33
78053,2023-01-01 00:11:46,product 6,category 1,92.16
33885,2023-01-01 00:11:48,product 4,category 1,90.26
44684,2023-01-01 00:11:49,product 10,category 1,78.65
96043,2023-01-01 00:11:53,product 10,category 3,70.38
30091,2023-01-01 00:11:54,product 1,category 4,86.26
72008,2023-01-01 00:11:55,product 7,category 4,23.57
95477,2023-01-01 00:11:56,product 3,category 3,23.32
91936,2023-01-01 00:11:57,product 6,category 1,37.42
92475,2023-01-01 00:11:58,product 9,category 5,94.13
81756,2023-01-01 00:12:00,product 3,category 3,29.46
96898,2023-01-01 00:12:00,product 3,category 2,14.83
70077,2023-01-01 00:12:02,product 5,category 5,32.11
30092,2023-01-01 00:12:03,product 6,category 2,43.75
23745,2023-01-01 00:12:04,product 9,category 5,57.99
91057,2023-01-01 00:12:07,product 2,category 5,12.56
10159,2023-01-01 00:12:08,product 5,category 4,56.35
21329,2023-01-01 00:12:11,product 7,category 2,18.83
88139,2023-01-01 00:12:12,product 9,category 3,81.55
20801,2023-01-01 00:12:12,product 4,category 4,55.98
24965,2023-01-01 00:12:13,product 4,category 4,47.37
